,player_name,pos,season,completions_y_pred_gbf,attempts_y_pred_gbf,passing_yards_y_pred_gbf,passing_tds_y_pred_gbf,interceptions_y_pred_gbf,sacks_y_pred_gbf,sack_yards_y_pred_gbf,sack_fumbles_y_pred_gbf,sack_fumbles_lost_y_pred_gbf,passing_air_yards_y_pred_gbf,passing_yards_after_catch_y_pred_gbf,passing_first_downs_y_pred_gbf,passing_epa_y_pred_gbf,passing_2pt_conversions_y_pred_gbf,pacr_y_pred_gbf,dakota_y_pred_gbf,carries_y_pred_gbf,rushing_yards_y_pred_gbf,rushing_tds_y_pred_gbf,rushing_fumbles_y_pred_gbf,rushing_fumbles_lost_y_pred_gbf,rushing_first_downs_y_pred_gbf,rushing_epa_y_pred_gbf,rushing_2pt_conversions_y_pred_gbf,receptions_y_pred_gbf,targets_y_pred_gbf,receiving_yards_y_pred_gbf,receiving_tds_y_pred_gbf,receiving_fumbles_y_pred_gbf,receiving_fumbles_lost_y_pred_gbf,receiving_air_yards_y_pred_gbf,receiving_yards_after_catch_y_pred_gbf,receiving_first_downs_y_pred_gbf,receiving_epa_y_pred_gbf,receiving_2pt_conversions_y_pred_gbf,racr_y_pred_gbf,target_share_y_pred_gbf,air_yards_share_y_pred_gbf,wopr_x_y_pred_gbf,special_teams_tds_y_pred_gbf,fantasy_points_y_pred_gbf,fantasy_points_ppr_y_pred_gbf,games_y_pred_gbf,tgt_sh_y_pred_gbf,ay_sh_y_pred_gbf,yac_sh_y_pred_gbf,wopr_y_y_pred_gbf,ry_sh_y_pred_gbf,rtd_sh_y_pred_gbf,rfd_sh_y_pred_gbf,rtdfd_sh_y_pred_gbf,dom_y_pred_gbf,w8dom_y_pred_gbf,yptmpa_y_pred_gbf,ppr_sh_y_pred_gbf,fantasy_points_proj,fantasy_points_proj/G,fantasy_points_proj/G_rank,fantasy_points_proj_rank
144,Randall Cobb,WR,2024.0,-0.0,0.04,-0.04,0.0,0.0,0.0,0.0,0.0,0.0,-0.32,-0.01,0.01,0.05,0.0,0.0,0.0,0.23,0.31,-0.01,-0.0,0.0,0.03,-0.26,0.0,5.91,16.58,46.07,1.16,0.23,0.47,215.37,10.17,3.93,1.88,0.25,3.02,0.55,0.79,1.07,0.0,14.39,21.6,5.27,0.08,0.12,0.05,0.22,0.06,0.01,0.06,0.07,0.05,0.07,0.39,0.05,16.28,3.09,490.0,466.0
145,Marvin Jones,WR,2024.0,-0.0,0.0,-0.02,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.01,0.05,0.02,0.02,0.0,0.0,0.0,0.1,1.14,-0.01,0.0,0.0,0.05,0.13,0.0,9.62,11.68,43.62,0.24,0.14,-0.02,87.06,13.96,3.19,-3.39,0.05,4.48,0.41,0.51,1.14,0.0,9.66,30.28,5.04,0.07,0.09,0.0,0.18,0.04,0.01,0.05,0.06,0.04,0.06,0.38,0.04,12.26,2.43,518.0,496.0
146,Adam Thielen,WR,2024.0,-0.0,0.06,0.27,0.01,0.0,0.0,0.0,0.0,0.0,0.82,0.02,-0.01,-0.06,0.0,-0.01,0.0,0.49,0.77,0.0,-0.0,0.0,0.03,0.13,0.0,78.27,110.1,801.08,4.42,0.31,0.18,1139.3,262.43,48.91,29.38,0.67,13.74,3.12,4.29,8.44,0.0,102.11,176.25,13.28,0.2,0.23,0.14,0.5,0.19,0.17,0.21,0.18,0.16,0.19,1.62,0.13,171.19,12.89,110.0,77.0
147,Marquise Goodwin,WR,2024.0,0.01,0.05,0.31,0.0,-0.0,0.0,0.0,0.0,0.0,0.81,-0.01,0.0,0.05,0.0,0.01,0.0,0.71,0.98,-0.0,-0.01,0.0,0.25,-0.23,0.0,4.29,18.16,89.26,0.92,0.22,0.1,182.01,11.35,4.51,-5.5,0.02,2.49,0.68,0.49,1.4,0.0,17.07,30.99,4.96,0.05,0.14,0.03,0.17,0.08,0.07,0.08,0.08,0.07,0.07,0.41,0.04,18.79,3.79,454.0,445.0
148,Keenan Allen,WR,2024.0,0.34,0.7,9.73,0.31,0.0,1.0,2.05,0.0,0.0,-1.6,9.87,0.31,-0.39,0.14,1.26,0.0,2.33,5.93,-0.01,-0.0,0.0,0.64,0.19,0.0,95.09,142.25,1180.33,9.12,0.85,0.12,1374.92,450.7,51.4,28.15,0.38,15.21,4.23,5.77,10.43,0.0,165.58,283.57,15.35,0.26,0.32,0.2,0.59,0.28,0.25,0.29,0.27,0.28,0.29,2.24,0.19,248.59,16.2,66.0,21.0
149,Robert Woods,WR,2024.0,-0.0,-0.01,-0.14,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.42,-0.01,-0.0,0.02,0.0,0.0,0.0,0.4,4.87,0.0,-0.0,0.0,0.01,0.2,0.0,16.13,30.37,211.66,1.93,0.29,0.06,330.22,56.78,9.69,-2.63,0.3,4.23,0.89,1.39,2.27,0.0,28.59,44.68,7.9,0.11,0.11,0.06,0.25,0.1,0.07,0.09,0.12,0.14,0.12,0.73,0.08,46.41,5.88,312.0,278.5
150,DeAndre Hopkins,WR,2024.0,-0.0,0.02,0.13,0.0,-0.0,0.0,0.0,0.0,0.0,-0.16,-0.01,-0.0,-0.09,0.0,0.01,0.0,1.62,7.01,0.0,-0.0,0.0,0.0,0.05,0.0,60.23,102.96,771.53,4.46,0.8,0.65,1082.66,103.47,44.12,24.16,0.42,9.52,3.82,4.4,8.74,0.0,113.64,168.02,13.58,0.22,0.3,0.13,0.57,0.26,0.24,0.31,0.29,0.28,0.28,1.71,0.18,156.24,11.5,132.0,93.0
151,Brandin Cooks,WR,2024.0,-0.02,0.01,-0.34,-0.01,-0.0,0.0,0.0,0.0,0.0,-0.16,0.02,-0.0,-0.04,0.0,-0.01,0.0,0.34,2.16,-0.0,-0.0,0.0,0.03,0.09,0.0,42.79,57.1,482.54,3.16,0.42,0.12,687.11,167.77,31.07,24.43,0.05,9.52,1.9,3.51,4.64,0.0,75.63,121.54,13.51,0.15,0.17,0.11,0.38,0.19,0.18,0.19,0.22,0.25,0.21,1.4,0.13,103.93,7.69,233.5,148.0
152,Davante Adams,WR,2024.0,0.24,1.36,2.74,0.27,0.49,0.0,0.0,0.0,0.0,2.8,1.71,0.29,-0.88,0.0,0.08,0.0,2.14,9.11,-0.0,-0.0,0.0,0.86,-0.77,0.0,83.3,127.66,1119.81,7.29,1.87,1.56,1373.86,424.76,51.26,27.87,0.87,11.18,3.97,5.48,8.59,0.0,152.83,241.22,13.49,0.27,0.39,0.21,0.67,0.3,0.38,0.31,0.32,0.33,0.31,2.2,0.18,222.87,16.52,64.0,33.0
153,Mike Evans,WR,2024.0,-0.01,-0.02,-0.02,-0.0,-0.0,0.0,0.0,0.0,0.0,0.22,0.0,-0.0,-0.05,0.0,-0.01,0.0,0.13,0.36,0.01,-0.0,0.0,0.12,-0.18,0.0,79.78,119.97,1088.26,8.43,0.54,0.02,1599.36,275.15,50.14,50.84,0.28,11.35,3.99,5.5,9.41,0.0,139.74,230.19,14.41,0.22,0.3,0.18,0.6,0.27,0.37,0.27,0.28,0.36,0.29,1.74,0.17,224.52,15.58,72.0,31.0
154,Allen Robinson,WR,2024.0,-0.01,-0.03,-0.24,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.16,-0.01,-0.01,-0.04,0.0,-0.0,0.0,0.1,-0.34,0.0,-0.0,0.0,-0.04,-0.24,0.0,7.97,12.87,95.77,0.39,0.43,0.32,108.36,5.18,1.92,-5.09,0.11,4.32,0.58,0.77,0.9,0.0,2.82,15.25,4.42,0.07,0.09,0.04,0.15,0.07,0.08,0.06,0.07,0.05,0.06,0.4,0.04,16.26,3.68,460.5,468.0
155,Amari Cooper,WR,2024.0,-0.01,0.09,0.12,0.0,0.0,0.0,0.0,0.0,0.0,-0.45,-0.01,0.01,-0.23,0.0,-0.01,0.0,0.84,5.42,-0.0,-0.0,0.0,0.2,0.15,0.0,61.49,104.77,797.81,8.53,0.41,0.26,1087.28,238.06,37.76,43.09,0.65,12.25,3.61,4.37,8.97,0.0,153.27,184.65,14.26,0.22,0.31,0.17,0.62,0.27,0.24,0.26,0.27,0.3,0.3,1.86,0.17,181.82,12.75,113.0,66.0
156,DeVante Parker,WR,2024.0,-0.0,-0.04,-0.07,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.21,0.02,0.05,-0.0,0.0,-0.0,0.0,0.4,1.94,0.04,-0.0,0.0,0.1,0.27,0.0,8.42,23.16,64.28,0.48,0.04,0.09,261.75,37.54,2.97,2.5,0.17,4.49,0.75,1.07,1.4,0.0,10.12,23.72,7.63,0.1,0.14,0.06,0.23,0.08,0.08,0.06,0.06,0.08,0.07,0.47,0.06,15.71,2.06,527.0,474.0
157,Nelson Agholor,WR,2024.0,-0.0,-0.04,-0.16,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.39,0.0,-0.0,-0.01,0.0,-0.0,0.0,0.2,1.46,-0.0,0.0,0.0,0.0,-0.28,0.0,19.41,29.69,195.86,1.7,0.17,0.23,289.55,62.97,9.94,-6.47,0.15,6.7,0.8,1.04,2.14,0.0,23.48,38.92,7.24,0.09,0.13,0.06,0.25,0.09,0.06,0.09,0.1,0.11,0.1,0.61,0.05,44.45,6.14,299.0,291.0
158,Stefon Diggs,WR,2024.0,0.02,0.52,1.28,0.0,0.0,0.0,0.0,0.0,0.0,6.31,0.06,0.02,-0.23,0.37,0.03,0.0,1.08,0.06,0.0,-0.0,0.0,0.23,0.26,0.0,101.62,158.95,1284.87,7.51,0.88,0.22,1636.22,359.88,60.89,55.14,0.35,15.58,4.27,5.56,10.39,0.0,179.83,283.41,15.0,0.25,0.36,0.21,0.71,0.33,0.3,0.31,0.3,0.31,0.33,2.3,0.2,255.32,17.02,54.0,16.0
159,DeAndre Carter,WR,2024.0,-0.0,0.05,-0.11,-0.0,-0.0,0.0,0.0,0.0,0.0,0.39,1.27,0.01,0.03,0.0,-0.0,0.0,2.25,8.36,0.01,0.0,0.0,0.71,0.23,0.0,8.54,21.25,243.56,0.21,0.06,0.02,184.26,76.33,5.23,-5.05,0.4,2.45,0.7,0.88,1.61,2.0,19.61,21.76,7.07,0.07,0.11,0.06,0.17,0.08,0.09,0.08,0.09,0.08,0.07,0.88,0.04,34.43,4.87,377.0,340.0
160,Damiere Byrd,WR,2024.0,-0.0,0.0,-0.09,0.0,-0.0,0.0,0.0,0.0,0.0,-0.12,-0.01,-0.0,-0.03,0.0,-0.0,0.0,0.4,0.09,-0.0,-0.0,0.0,0.3,0.33,0.0,4.88,15.32,59.97,0.86,0.16,0.06,110.62,33.29,2.7,-1.43,0.01,4.47,0.44,0.39,1.07,0.0,5.18,18.52,4.03,0.11,0.13,0.07,0.27,0.12,0.13,0.05,0.09,0.12,0.1,0.82,0.07,14.88,3.69,459.0,482.0
161,Jamison Crowder,WR,2024.0,0.58,0.33,6.36,-0.0,-0.0,0.0,0.0,0.0,0.0,-1.63,15.82,0.42,0.34,0.57,-0.0,0.0,1.08,8.74,-0.0,0.06,0.0,0.2,-0.28,0.0,18.56,22.63,181.51,1.63,0.51,0.21,242.78,70.8,9.61,1.6,0.37,6.56,0.65,0.95,1.69,0.0,31.25,42.85,5.03,0.09,0.11,0.1,0.23,0.12,0.05,0.11,0.09,0.07,0.1,0.99,0.06,44.31,8.81,197.0,292.0
162,Chris Conley,WR,2024.0,0.02,0.05,1.01,0.03,-0.0,0.0,0.0,0.0,0.0,4.16,0.01,0.01,0.18,0.0,0.01,0.0,2.21,9.98,0.02,-0.01,0.0,0.56,0.66,0.0,13.21,26.54,236.85,1.56,0.01,-0.04,233.69,60.65,5.81,-1.43,0.03,5.75,0.92,2.16,2.2,1.0,38.05,63.21,7.12,0.13,0.18,0.1,0.29,0.1,0.09,0.09,0.1,0.15,0.14,0.86,0.07,44.21,6.2,293.5,294.5
163,Phillip Dorsett,WR,2024.0,0.0,0.03,0.19,0.0,-0.0,0.0,0.0,0.0,0.0,-0.31,-0.01,-0.0,0.1,0.0,0.01,0.0,0.37,1.8,0.0,-0.0,0.0,0.39,0.1,0.0,4.75,9.43,64.45,0.63,0.34,0.06,108.72,37.29,1.65,2.67,-0.02,1.76,0.2,0.34,0.3,0.0,5.0,19.4,3.27,0.09,0.15,0.08,0.3,0.13,0.09,0.06,0.07,0.07,0.09,0.99,0.08,13.39,4.09,429.5,490.0
164,Tyler Lockett,WR,2024.0,0.06,0.02,1.07,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.45,-0.02,0.02,0.06,0.0,0.15,0.0,0.46,1.28,-0.0,-0.0,0.0,0.16,0.14,0.0,69.77,104.78,858.15,7.09,0.28,0.04,1034.85,213.45,38.33,38.38,0.13,13.15,3.39,4.96,8.29,0.0,112.4,176.56,12.83,0.21,0.35,0.13,0.63,0.26,0.27,0.24,0.25,0.26,0.25,1.66,0.16,182.57,14.23,87.0,64.0
165,Sterling Shepard,WR,2024.0,0.0,-0.0,0.05,0.0,-0.0,0.0,0.0,0.0,0.0,1.28,-0.01,0.0,-0.0,0.0,0.0,0.0,1.63,7.46,0.08,0.0,0.0,0.04,-1.23,0.0,3.96,9.49,99.55,0.67,0.51,0.03,234.76,72.75,1.55,-1.32,0.09,1.01,0.39,0.9,1.18,0.0,28.85,18.44,5.35,0.04,0.07,0.07,0.11,0.02,0.09,0.01,0.02,0.08,0.04,0.25,0.04,17.6,3.29,481.0,456.0
166,Chris Moore,WR,2024.0,-0.0,0.14,-0.13,0.0,-0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.0,-0.01,0.0,-0.01,0.0,0.88,5.63,0.02,-0.0,0.0,0.4,-0.02,0.0,11.35,21.68,182.14,-0.4,0.68,0.19,374.81,91.45,8.01,8.44,0.18,5.8,0.74,1.09,1.83,0.0,17.56,36.09,8.66,0.09,0.1,0.16,0.23,0.08,0.05,0.07,0.07,0.05,0.07,0.48,0.05,25.85,2.98,496.0,395.0
167,Kalif Raymond,WR,2024.0,-0.01,0.05,-0.3,-0.0,-0.0,0.0,0.0,0.0,0.0,0.03,-0.01,-0.01,-0.05,0.0,-0.01,0.0,4.9,11.24,0.0,0.0,0.0,0.37,-0.03,0.0,23.94,42.6,270.34,1.03,0.3,0.24,388.57,78.22,15.55,-7.17,0.22,10.97,1.14,1.38,2.6,0.0,31.48,53.31,12.68,0.09,0.13,0.08,0.26,0.09,0.1,0.08,0.1,0.12,0.11,0.58,0.05,54.14,4.27,415.0,258.0
168,Robbie Chosen,WR,2024.0,0.23,0.08,3.9,0.2,0.0,0.0,0.0,0.0,0.0,1.04,-0.01,0.27,0.22,0.0,0.32,0.0,1.05,4.71,0.01,0.11,0.0,0.06,-0.25,0.0,13.17,12.17,40.79,0.59,0.04,0.13,201.51,39.47,4.74,1.87,0.06,2.59,0.25,0.61,0.92,0.0,13.43,22.08,4.58,0.05,0.1,0.08,0.19,0.05,0.04,0.03,0.04,0.04,0.02,0.34,0.05,17.93,3.92,443.5,451.5
169,Demarcus Robinson,WR,2024.0,-0.0,0.13,-0.09,-0.0,0.0,0.0,0.0,0.0,0.0,-0.11,0.0,0.01,-0.08,0.0,0.01,0.0,0.72,0.89,-0.01,-0.0,0.0,0.11,-0.06,0.0,23.48,30.49,315.64,0.67,0.12,0.08,385.56,64.7,14.56,7.28,-0.04,6.74,0.75,1.32,2.35,0.0,39.48,63.95,11.33,0.12,0.15,0.09,0.31,0.13,0.02,0.13,0.13,0.09,0.11,1.03,0.08,54.43,4.8,382.5,257.0
170,Laquon Treadwell,WR,2024.0,-0.0,-0.06,-0.18,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.12,-0.01,-0.0,-0.03,0.0,-0.0,0.0,1.79,13.19,0.0,0.0,0.0,0.77,1.11,0.0,4.34,8.09,34.52,0.22,0.16,-0.02,77.67,35.23,1.8,-3.04,0.04,4.9,0.26,0.21,0.5,0.0,10.84,13.16,3.02,0.14,0.18,0.1,0.35,0.15,0.03,0.07,0.07,0.06,0.1,0.79,0.07,9.48,3.14,488.0,514.0
171,Tyler Boyd,WR,2024.0,0.01,0.45,0.46,-0.01,-0.0,0.0,0.0,0.0,0.0,-3.18,-0.05,0.1,-0.2,0.0,-0.02,0.0,1.18,2.92,-0.0,-0.0,0.0,0.25,-0.36,0.0,39.56,60.39,528.22,1.24,1.88,2.07,624.28,202.19,26.51,3.9,0.33,13.75,1.91,2.09,4.4,0.0,63.47,122.67,12.31,0.12,0.15,0.11,0.3,0.11,0.14,0.15,0.13,0.12,0.12,0.93,0.07,90.42,7.35,244.0,173.0
172,Tyreek Hill,WR,2024.0,0.18,0.96,1.3,0.19,0.33,0.0,3.82,0.0,0.0,4.04,1.72,0.24,-1.24,0.0,0.08,0.0,4.18,26.73,-0.0,-0.0,0.0,1.1,-0.62,0.0,107.29,156.68,1382.67,9.57,0.86,0.47,2003.45,459.64,72.52,60.92,0.55,14.13,4.86,6.74,11.72,0.0,195.9,309.06,15.28,0.29,0.4,0.26,0.73,0.36,0.37,0.33,0.35,0.31,0.35,2.53,0.21,288.69,18.89,36.0,5.0
173,Zach Pascal,WR,2024.0,0.0,-0.02,-0.08,-0.0,-0.0,0.0,0.0,0.0,0.0,0.33,-0.01,-0.0,-0.02,0.0,-0.01,0.0,3.5,15.32,0.01,0.0,0.0,0.69,0.06,0.0,5.43,12.82,237.51,0.74,0.18,0.37,131.84,86.68,5.05,-0.66,0.31,2.97,0.5,0.66,0.37,0.0,13.08,15.18,5.19,0.06,0.04,0.05,0.1,0.09,0.05,0.04,0.06,0.06,0.09,0.71,0.04,35.42,6.83,266.0,335.0
174,Curtis Samuel,WR,2024.0,0.01,0.23,0.09,0.0,0.51,0.0,0.0,0.0,0.0,4.69,1.27,0.01,-0.02,0.0,0.01,0.0,2.34,6.86,0.42,1.0,0.63,1.23,-0.85,0.0,42.64,70.21,491.42,1.54,0.95,0.49,554.49,208.73,28.5,14.9,0.23,15.13,1.38,1.37,2.5,0.0,61.17,94.99,9.83,0.14,0.15,0.2,0.3,0.14,0.13,0.15,0.11,0.12,0.14,1.1,0.08,94.16,9.58,175.0,165.5
175,Trent Taylor,WR,2024.0,0.0,-0.05,-0.14,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.22,-0.01,-0.0,-0.02,0.0,-0.02,0.0,2.52,15.08,0.0,-0.04,0.0,0.88,-0.06,0.0,1.99,10.49,57.06,-0.0,-0.07,-0.04,97.97,23.42,0.79,-3.19,0.18,3.67,0.44,0.13,0.25,2.0,11.11,12.33,2.45,0.1,0.15,0.1,0.2,0.12,0.11,0.06,0.04,0.12,0.11,0.73,0.07,9.56,3.9,446.5,513.0
176,Kendrick Bourne,WR,2024.0,0.01,0.3,0.11,-0.01,0.0,0.0,0.0,0.0,0.0,0.94,0.01,-0.02,0.04,0.0,-0.03,0.0,3.15,9.33,-0.01,-0.0,0.0,0.85,0.14,0.0,32.32,55.32,351.61,2.04,0.11,0.01,481.36,128.71,15.58,8.3,0.38,10.13,1.94,2.48,5.02,0.0,43.17,71.04,13.19,0.16,0.18,0.08,0.34,0.16,0.09,0.14,0.14,0.09,0.11,0.83,0.07,73.22,5.55,339.5,207.0
177,Isaiah McKenzie,WR,2024.0,-0.0,0.0,-0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.12,-0.01,0.0,-0.02,0.0,-0.0,0.0,1.59,6.68,-0.0,0.06,0.0,0.34,0.17,0.0,6.66,12.79,84.96,-0.07,0.53,0.11,208.43,29.66,3.9,-4.9,0.05,1.16,0.31,0.68,1.49,0.0,11.81,22.97,5.67,0.06,0.12,0.06,0.17,0.08,0.06,0.08,0.07,0.08,0.07,0.49,0.05,13.55,2.39,521.0,489.0
178,Mike Williams,WR,2024.0,0.0,0.03,-0.08,-0.0,-0.0,0.0,0.0,0.0,0.0,0.32,0.0,0.0,-0.02,0.0,-0.01,0.0,0.64,0.85,-0.01,-0.0,0.0,0.39,-0.01,0.0,35.46,57.38,460.96,2.39,0.2,-0.01,594.77,136.88,20.35,23.33,0.13,10.3,1.45,2.03,3.27,0.0,56.95,88.62,10.55,0.11,0.22,0.12,0.34,0.17,0.23,0.16,0.14,0.2,0.19,1.1,0.1,88.62,8.4,206.0,174.0
179,Mack Hollins,WR,2024.0,-0.0,0.35,0.23,-0.0,-0.0,0.0,0.0,0.0,0.0,1.64,-0.01,-0.01,-0.19,0.0,0.01,0.0,0.23,2.53,-0.0,-0.0,0.0,0.28,-0.18,0.0,11.73,20.83,265.48,0.43,1.01,0.87,260.29,67.85,15.9,3.8,0.02,4.91,0.57,1.11,1.17,0.0,35.41,48.73,5.68,0.08,0.16,0.06,0.28,0.09,0.08,0.1,0.09,0.08,0.1,0.54,0.06,41.49,7.3,246.0,308.0
180,Jamal Agnew,WR,2024.0,-0.01,0.09,-0.14,-0.0,0.0,0.0,0.0,0.0,0.0,1.85,0.0,-0.0,-0.02,0.0,-0.0,0.0,3.55,13.31,0.15,-0.03,0.0,1.57,0.74,0.0,12.33,18.59,151.07,0.86,0.88,0.08,213.88,78.22,4.48,12.78,0.13,4.37,0.74,1.05,2.65,0.0,22.2,24.76,6.93,0.09,0.12,0.09,0.24,0.09,0.13,0.09,0.09,0.11,0.1,0.62,0.07,31.02,4.48,396.5,363.0
181,Noah Brown,WR,2024.0,-0.0,0.1,-0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.67,-0.01,0.01,-0.01,0.0,-0.0,0.0,-0.12,-0.83,-0.01,-0.0,0.0,-0.08,-0.53,0.0,16.26,29.15,264.4,1.82,0.09,0.08,380.65,55.07,11.03,6.97,0.02,5.02,0.7,1.16,2.09,0.0,25.14,43.31,8.33,0.09,0.16,0.08,0.28,0.1,0.13,0.08,0.07,0.1,0.1,0.64,0.07,50.7,6.08,301.0,270.0
182,JuJu Smith-Schuster,WR,2024.0,-0.0,0.12,-0.1,-0.0,0.0,0.0,0.0,0.0,0.0,0.37,-0.01,0.01,-0.04,0.0,0.01,0.0,0.37,5.62,0.0,-0.0,0.0,0.57,-0.15,0.0,27.15,51.26,273.93,0.83,0.39,0.19,479.4,106.92,18.5,7.71,0.01,6.43,1.61,1.93,3.55,0.0,33.64,68.76,9.28,0.11,0.12,0.1,0.26,0.1,0.12,0.15,0.14,0.11,0.13,0.62,0.07,55.46,5.98,307.0,253.0
183,Zay Jones,WR,2024.0,-0.0,0.04,-0.07,-0.0,-0.0,0.0,0.0,0.0,0.0,0.38,-0.01,-0.0,0.32,0.0,-0.0,0.0,0.77,3.35,-0.01,-0.0,0.0,0.47,0.05,0.0,23.55,41.88,357.46,1.41,0.39,0.31,409.57,80.93,16.23,5.62,0.14,7.85,1.53,2.28,4.16,0.0,32.38,58.17,9.72,0.09,0.21,0.06,0.27,0.11,0.12,0.13,0.11,0.12,0.11,0.71,0.05,64.18,6.6,276.0,225.0
184,Cooper Kupp,WR,2024.0,0.16,0.7,1.75,0.13,0.14,0.0,0.0,0.0,0.0,1.2,0.93,0.14,-0.72,0.0,0.01,0.0,0.57,10.4,-0.01,0.0,0.0,0.59,0.06,0.0,46.54,82.29,619.14,7.4,2.3,1.72,911.24,234.57,34.66,33.78,0.47,9.36,3.0,4.18,6.91,0.0,100.96,160.62,11.14,0.23,0.25,0.18,0.59,0.26,0.27,0.29,0.27,0.24,0.25,1.61,0.15,145.4,13.06,104.0,105.0
185,Chris Godwin,WR,2024.0,0.02,0.47,0.33,-0.01,0.0,0.0,0.0,0.0,0.0,5.11,-0.01,-0.0,-0.19,0.0,0.0,0.0,1.83,6.16,0.19,-0.0,0.0,0.26,0.19,0.0,75.75,117.65,899.15,3.85,0.3,0.32,1007.31,408.47,44.83,25.69,0.12,14.7,3.24,3.88,6.99,0.0,117.63,178.44,17.59,0.22,0.23,0.19,0.55,0.23,0.23,0.26,0.23,0.22,0.23,1.66,0.14,174.78,9.94,162.0,72.0
186,Josh Reynolds,WR,2024.0,-0.0,-0.03,-0.24,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.34,0.0,-0.0,-0.02,0.0,-0.01,0.0,0.1,2.4,-0.01,-0.0,0.0,0.19,0.1,0.0,22.61,32.31,286.15,1.66,0.47,0.2,393.65,88.12,12.96,3.86,0.11,9.39,1.17,1.66,2.54,0.0,34.75,60.01,9.08,0.12,0.16,0.08,0.29,0.11,0.09,0.12,0.14,0.08,0.11,0.83,0.08,56.18,6.18,297.5,248.0
187,Marquez Valdes-Scantling,WR,2024.0,-0.0,-0.02,-0.17,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.44,0.0,-0.0,-0.02,0.0,-0.01,0.0,-0.1,2.91,-0.0,-0.0,0.0,0.2,0.02,0.0,4.72,11.31,109.38,0.71,0.26,0.26,300.54,29.29,1.3,-1.66,0.07,2.51,0.82,1.15,1.56,0.0,6.44,19.88,4.55,0.1,0.17,0.05,0.28,0.08,0.11,0.11,0.11,0.07,0.09,0.54,0.05,18.17,3.99,437.5,449.0
188,Equanimeous St. Brown,WR,2024.0,-0.0,0.04,-0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.12,-0.01,0.01,0.0,0.0,-0.0,0.0,-0.03,-0.9,-0.01,0.03,0.0,0.03,-1.12,0.0,4.77,7.67,21.39,0.05,0.1,0.11,22.5,25.66,0.21,-1.45,-0.02,2.56,0.2,0.22,0.28,0.0,5.98,5.94,2.24,0.06,0.09,0.03,0.21,0.1,0.01,0.06,0.04,0.05,0.04,0.31,0.05,4.53,2.02,528.0,533.0
189,Byron Pringle,WR,2024.0,-0.0,0.0,-0.11,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.12,-0.01,-0.0,-0.04,0.0,-0.0,0.0,0.18,-1.52,-0.0,0.0,0.0,0.01,-0.69,0.0,10.54,17.85,110.32,0.86,0.47,0.6,166.4,52.92,7.98,2.11,0.21,5.75,0.75,0.57,1.76,0.0,17.58,33.96,6.56,0.07,0.1,0.05,0.17,0.07,0.09,0.07,0.08,0.09,0.07,0.54,0.06,24.61,3.75,458.0,408.0
190,Keith Kirkwood,WR,2024.0,-0.0,-0.02,-0.09,0.0,-0.0,0.0,0.0,0.0,0.0,-0.12,-0.01,0.0,-0.03,0.0,-0.0,0.0,1.67,4.94,0.0,-0.01,0.0,0.1,-0.37,0.0,5.02,7.33,45.49,0.3,0.13,0.03,145.49,36.08,2.73,-0.39,0.0,2.06,0.16,0.27,0.35,0.44,6.98,12.23,2.1,0.08,0.12,0.1,0.28,0.12,0.01,0.07,0.08,0.05,0.09,0.96,0.06,10.65,5.06,361.0,505.0
191,Courtland Sutton,WR,2024.0,0.01,-0.02,-0.19,-0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,-0.01,-0.13,0.0,-0.01,0.0,0.25,0.82,0.0,-0.0,0.0,0.0,-0.16,0.0,54.47,81.1,746.95,3.82,0.19,0.1,929.68,184.59,43.41,27.51,0.03,10.65,2.24,4.46,6.04,0.0,101.71,153.85,9.68,0.15,0.29,0.05,0.43,0.17,0.16,0.19,0.16,0.18,0.19,1.16,0.1,146.42,15.12,75.0,104.0
192,Ray-Ray McCloud,WR,2024.0,0.24,0.22,4.08,0.46,0.0,0.0,0.0,0.0,0.0,1.04,-0.01,0.3,1.27,0.0,0.42,0.0,1.88,11.6,0.11,-0.01,0.0,0.54,-0.37,0.0,9.9,17.84,151.09,0.56,0.75,0.37,177.88,76.11,8.84,4.78,0.16,4.52,0.56,0.85,1.58,0.0,32.84,39.05,9.16,0.07,0.11,0.05,0.15,0.08,0.09,0.09,0.08,0.1,0.08,0.52,0.06,31.14,3.4,472.0,362.0
