,player_name,pos,season,completions_y_pred_gbf,attempts_y_pred_gbf,passing_yards_y_pred_gbf,passing_tds_y_pred_gbf,interceptions_y_pred_gbf,sacks_y_pred_gbf,sack_yards_y_pred_gbf,sack_fumbles_y_pred_gbf,sack_fumbles_lost_y_pred_gbf,passing_air_yards_y_pred_gbf,passing_yards_after_catch_y_pred_gbf,passing_first_downs_y_pred_gbf,passing_epa_y_pred_gbf,passing_2pt_conversions_y_pred_gbf,pacr_y_pred_gbf,dakota_y_pred_gbf,carries_y_pred_gbf,rushing_yards_y_pred_gbf,rushing_tds_y_pred_gbf,rushing_fumbles_y_pred_gbf,rushing_fumbles_lost_y_pred_gbf,rushing_first_downs_y_pred_gbf,rushing_epa_y_pred_gbf,rushing_2pt_conversions_y_pred_gbf,receptions_y_pred_gbf,targets_y_pred_gbf,receiving_yards_y_pred_gbf,receiving_tds_y_pred_gbf,receiving_fumbles_y_pred_gbf,receiving_fumbles_lost_y_pred_gbf,receiving_air_yards_y_pred_gbf,receiving_yards_after_catch_y_pred_gbf,receiving_first_downs_y_pred_gbf,receiving_epa_y_pred_gbf,receiving_2pt_conversions_y_pred_gbf,racr_y_pred_gbf,target_share_y_pred_gbf,air_yards_share_y_pred_gbf,wopr_x_y_pred_gbf,special_teams_tds_y_pred_gbf,fantasy_points_y_pred_gbf,fantasy_points_ppr_y_pred_gbf,games_y_pred_gbf,tgt_sh_y_pred_gbf,ay_sh_y_pred_gbf,yac_sh_y_pred_gbf,wopr_y_y_pred_gbf,ry_sh_y_pred_gbf,rtd_sh_y_pred_gbf,rfd_sh_y_pred_gbf,rtdfd_sh_y_pred_gbf,dom_y_pred_gbf,w8dom_y_pred_gbf,yptmpa_y_pred_gbf,ppr_sh_y_pred_gbf,fantasy_points_proj,fantasy_points_proj/G,fantasy_points_proj/G_rank,fantasy_points_proj_rank
1146,AJ Barner,TE,2024.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.0,0.0,0.0,0.01,0.01,0.0,7.97,0.0,71.19,0.2,0.01,-0.0,78.64,35.21,3.28,3.15,-0.01,15.58,0.32,0.3,0.63,0.0,11.49,22.53,4.86,0.05,0.04,0.07,0.12,0.06,0.04,0.04,0.04,0.05,0.05,0.36,0.04,13.92,2.86,498.0,488.0
1147,Jaheim Bell,TE,2024.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.44,27.2,0.0,0.0,0.0,3.49,-0.03,0.0,10.01,53.31,70.56,2.04,0.08,0.06,52.85,37.75,6.06,5.47,0.52,-5.13,0.59,0.17,0.72,0.0,15.04,22.53,0.8,0.01,0.01,0.02,0.01,0.02,0.08,0.02,0.01,0.04,0.03,0.1,0.02,32.7,40.87,2.0,354.0
1148,Brock Bowers,TE,2024.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.28,63.64,0.0,0.0,0.0,4.16,0.04,0.0,57.62,71.24,738.81,3.34,0.39,0.72,782.36,279.96,32.73,13.32,1.53,17.08,2.68,2.79,5.44,0.0,89.23,174.46,15.44,0.17,0.15,0.15,0.4,0.19,0.22,0.2,0.15,0.18,0.19,1.26,0.11,149.49,9.68,171.0,97.0
1149,Devin Culp,TE,2024.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.89,0.0,0.0,0.0,0.23,0.24,0.0,14.44,42.06,216.77,0.75,0.03,-0.0,159.91,151.77,9.14,12.81,0.55,3.35,0.48,0.46,1.35,0.0,25.5,45.47,1.26,0.01,0.01,0.04,0.03,0.04,0.07,0.03,0.05,0.03,0.03,0.35,0.02,39.24,31.14,7.0,317.5
1150,Dallin Holker,TE,2024.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,3.56,0.29,0.0,0.0,0.19,0.43,0.0,5.88,92.08,20.0,0.82,0.12,0.23,31.41,32.26,5.98,4.36,0.37,7.89,0.23,0.26,0.82,0.0,12.72,11.4,5.84,0.04,0.04,0.05,0.06,0.05,0.06,0.01,0.01,0.05,0.03,0.17,0.02,15.43,2.64,506.5,477.0
1151,Trey Knox,TE,2024.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.02,0.0,0.0,0.0,-0.0,0.0,0.0,-0.71,0.0,-4.36,-0.05,0.0,-0.0,-8.87,-2.65,-0.27,-0.51,-0.0,-0.02,-0.01,-0.02,-0.05,0.0,-0.54,-1.1,0.05,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.01,-0.0,-1.23,-24.56,551.0,548.0
1152,Tanner McLachlan,TE,2024.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.08,0.0,0.0,0.0,0.15,0.03,0.0,8.65,0.0,51.36,0.55,0.16,0.18,56.0,32.4,3.53,2.13,0.15,4.66,0.3,0.22,0.68,0.0,8.52,14.66,3.87,0.04,0.02,0.06,0.08,0.06,0.05,0.03,0.04,0.04,0.04,0.41,0.03,14.57,3.76,457.0,484.5
1153,Tip Reiman,TE,2024.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.14,0.0,0.0,0.0,0.0,-0.01,0.0,4.79,0.0,44.23,0.77,0.18,0.0,74.72,37.97,4.97,5.66,0.17,4.52,0.35,0.43,0.92,0.0,15.28,16.95,7.15,0.04,0.02,0.03,0.06,0.04,0.04,0.04,0.05,0.03,0.04,0.32,0.03,14.1,1.97,530.0,487.0
1154,Ja'Tavion Sanders,TE,2024.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01,-0.02,0.0,0.0,0.0,-0.01,0.0,0.0,8.54,0.0,86.78,0.52,0.0,-0.0,91.01,59.45,3.64,-0.25,0.0,5.89,0.41,0.47,0.95,0.0,14.65,19.15,5.54,0.07,0.06,0.06,0.12,0.06,0.05,0.08,0.07,0.06,0.05,0.41,0.03,17.88,3.23,483.0,453.0
1155,Ben Sinnott,TE,2024.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,1.82,0.0,0.0,0.0,0.2,-0.05,0.0,22.28,6.1,271.55,2.14,0.58,0.01,262.66,114.68,14.1,9.76,0.62,21.91,1.06,1.3,2.14,0.0,32.48,71.5,12.22,0.08,0.09,0.09,0.21,0.07,0.15,0.08,0.11,0.1,0.07,0.54,0.05,59.12,4.84,379.5,241.0
1156,Brevyn Spann-Ford,TE,2024.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06,-0.42,0.0,0.0,0.0,-0.02,-0.01,0.0,7.07,0.0,76.31,0.56,0.15,-0.0,17.45,49.57,4.28,0.07,0.06,4.51,0.23,0.07,0.19,0.0,9.43,10.46,2.39,0.01,0.0,0.0,0.01,0.01,0.04,0.01,0.01,0.02,0.01,0.01,0.0,16.58,6.94,259.0,462.0
1157,Cade Stover,TE,2024.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.04,0.0,0.0,0.0,-0.01,0.0,0.0,7.53,0.0,68.89,0.49,0.0,-0.0,77.94,53.87,3.66,0.9,-0.0,5.91,0.4,0.42,0.86,0.0,11.58,16.69,5.96,0.06,0.06,0.05,0.12,0.05,0.05,0.06,0.06,0.06,0.05,0.36,0.03,15.42,2.59,512.0,478.0
1158,Jack Westover,TE,2024.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.29,0.0,0.0,0.0,0.07,0.05,0.0,2.2,51.94,15.39,0.57,-0.0,-0.0,32.84,25.25,3.97,3.22,0.43,5.37,0.08,0.2,0.43,0.0,7.74,11.79,0.47,0.01,-0.0,0.01,0.02,0.01,0.02,0.01,0.02,0.01,0.01,0.06,0.01,8.97,19.08,34.0,518.0
1159,Jared Wiley,TE,2024.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,-0.38,0.0,0.0,0.0,0.15,-0.02,0.0,15.87,0.0,132.58,1.23,0.08,0.04,153.08,84.42,7.16,3.12,0.46,10.72,0.86,0.65,1.5,0.0,28.81,39.69,8.53,0.08,0.07,0.09,0.17,0.08,0.14,0.09,0.1,0.14,0.09,0.6,0.05,32.99,3.87,451.0,351.0
1,Anthony Richardson,QB,2024.0,64.87,67.73,717.69,15.76,9.49,28.72,165.69,2.9,0.76,827.21,337.66,23.94,5.66,0.36,5.18,0.3,36.67,187.56,1.89,4.58,0.43,9.09,11.79,0.0,0.33,0.29,-2.33,0.0,0.0,0.0,-2.56,0.43,0.0,-2.08,0.0,2.49,0.02,-0.05,0.02,0.0,38.14,51.65,2.93,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.11,99.37,33.93,6.0,156.0
3,Zach Evans,RB,2024.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.59,437.89,2.29,0.18,0.08,25.87,-3.09,-0.0,7.09,14.02,114.23,0.61,-0.0,-0.02,0.4,172.69,3.88,-4.14,0.0,2.9,0.39,0.02,0.83,0.0,69.84,100.5,2.93,0.04,0.0,0.12,0.03,0.03,0.01,0.05,0.04,0.03,0.04,0.13,0.12,90.78,31.03,8.0,171.0
5,Dorian Thompson-Robinson,QB,2024.0,164.55,308.15,2097.38,15.3,3.48,16.95,129.96,2.64,1.16,2328.23,931.34,123.93,-31.93,0.46,5.5,1.08,15.0,116.1,1.42,1.78,0.67,8.51,8.87,0.11,0.01,0.01,0.0,0.0,0.0,0.0,0.57,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,106.26,129.92,5.9,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,157.43,26.66,11.0,92.0
24,Tyjae Spears,RB,2024.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.94,0.0,0.0,-0.2,0.0,0.0,0.0,137.67,710.89,4.24,0.4,0.72,34.16,-3.37,0.96,58.59,72.14,346.87,2.36,0.85,0.31,7.2,387.25,12.47,4.55,-0.0,0.26,2.19,-0.01,2.65,0.0,139.69,167.96,9.48,0.14,-0.01,0.25,0.25,0.13,0.14,0.12,0.1,0.1,0.1,0.87,0.16,197.61,20.84,21.0,53.0
25,Jahmyr Gibbs,RB,2024.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.49,0.0,0.0,-0.28,0.0,0.0,0.0,143.44,703.05,9.24,0.21,0.38,32.45,-3.06,0.85,75.34,76.69,446.67,5.46,0.69,0.38,-23.52,526.02,18.61,18.95,-0.02,-34.11,2.45,-0.2,3.98,0.0,176.74,274.81,12.85,0.12,-0.0,0.23,0.2,0.12,0.08,0.12,0.09,0.12,0.1,0.81,0.2,266.4,20.73,23.0,11.0
28,Bijan Robinson,RB,2024.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.22,0.0,0.0,-0.16,0.0,0.0,0.0,192.76,767.61,6.31,0.78,0.64,27.8,-2.58,0.43,63.58,75.5,476.8,1.0,0.89,0.22,18.21,516.87,18.38,8.81,-0.01,-20.68,1.93,-0.01,2.9,0.0,173.43,183.71,11.19,0.14,-0.0,0.28,0.22,0.15,0.16,0.13,0.12,0.09,0.11,0.85,0.23,221.49,19.8,29.0,35.0
30,C.J. Stroud,QB,2024.0,336.67,493.68,3986.99,20.7,13.39,28.68,197.32,3.74,2.04,4038.74,1652.72,200.3,10.43,1.69,13.85,1.56,36.84,198.42,2.19,3.17,0.0,13.45,13.08,0.06,0.1,0.28,0.94,0.0,0.0,0.0,0.02,0.43,0.0,-0.09,0.0,2.49,0.0,0.0,0.02,0.0,318.33,326.07,13.08,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,249.91,19.11,33.0,20.0
37,Puka Nacua,WR,2024.0,1.57,1.4,30.07,0.0,0.0,0.32,4.88,0.0,0.0,14.97,11.41,1.3,0.97,0.0,1.25,0.0,13.97,201.1,0.66,0.03,0.05,5.24,0.03,0.05,94.78,129.21,1212.35,8.04,1.53,1.4,1464.29,464.73,62.83,28.18,0.37,18.83,4.1,6.12,10.05,0.05,159.1,259.73,14.76,0.26,0.41,0.25,0.71,0.32,0.22,0.3,0.3,0.28,0.29,2.06,0.2,274.02,18.56,38.0,7.0
39,Bryce Young,QB,2024.0,208.3,393.73,2571.23,20.85,7.22,29.42,188.22,4.29,0.72,2481.1,1376.72,113.04,-0.37,0.8,13.53,0.52,50.82,357.43,1.69,1.45,1.79,17.6,4.08,0.25,0.85,1.01,1.45,0.35,0.0,0.0,7.54,2.34,0.0,0.61,0.0,2.54,0.04,0.02,0.05,0.0,119.93,103.42,12.27,0.01,0.0,0.0,0.01,0.0,0.1,0.0,0.01,0.04,0.02,0.01,0.17,223.03,18.18,41.0,32.0
43,Tank Bigsby,RB,2024.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.62,649.67,5.91,0.44,0.32,24.21,-6.53,-0.0,24.73,30.75,150.8,0.62,0.13,0.01,-0.1,187.3,7.43,-6.88,0.03,-5.92,0.84,0.0,1.84,0.0,140.83,165.6,8.39,0.05,0.0,0.12,0.07,0.02,0.0,0.03,0.02,0.04,0.02,0.17,0.11,146.6,17.47,47.0,103.0
47,Rashee Rice,WR,2024.0,0.01,0.01,0.0,0.0,0.0,0.02,2.23,0.0,0.0,0.02,0.01,0.01,0.06,0.0,0.0,0.0,1.55,-3.93,-0.06,0.0,-0.0,0.62,-1.4,0.0,98.43,135.64,1045.71,6.78,0.72,0.93,963.21,486.22,49.19,47.22,0.15,27.01,3.14,3.27,6.63,0.02,191.52,268.18,12.93,0.21,0.22,0.28,0.49,0.27,0.21,0.27,0.27,0.22,0.29,1.93,0.17,217.26,16.8,59.5,40.0
75,Chase Brown,RB,2024.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.63,296.57,4.48,0.09,0.07,14.2,-8.86,0.37,8.66,11.91,68.15,1.52,0.32,0.0,1.09,56.84,2.29,4.92,0.0,10.51,0.35,-0.06,0.37,0.0,65.23,51.66,5.83,0.06,-0.0,0.09,0.09,0.04,0.05,0.03,0.03,0.05,0.03,0.25,0.07,85.28,14.62,82.5,181.0
90,Roschon Johnson,RB,2024.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.81,718.27,5.33,0.65,0.41,19.51,-15.8,-0.0,22.91,40.64,209.11,0.49,0.54,0.14,-16.54,195.06,8.01,-4.72,0.01,4.12,1.24,-0.02,2.13,0.0,151.91,169.71,11.03,0.07,0.0,0.15,0.13,0.1,0.05,0.05,0.04,0.07,0.06,0.53,0.14,151.15,13.7,94.0,95.0
95,Zach Charbonnet,RB,2024.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.83,752.88,7.25,1.48,0.74,40.47,-29.52,-0.0,36.46,49.23,379.72,1.36,0.84,0.52,-13.05,339.86,17.64,7.42,0.01,1.84,1.39,-0.05,2.22,0.0,177.47,207.93,15.33,0.1,-0.0,0.25,0.14,0.11,0.06,0.1,0.1,0.08,0.1,0.74,0.15,208.66,13.61,95.0,44.0
96,Jordan Addison,WR,2024.0,0.04,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.57,0.11,0.02,0.31,0.0,0.0,0.0,2.57,16.12,0.18,0.0,-0.0,0.93,0.05,0.0,73.16,117.3,1031.45,6.07,0.69,0.03,1340.0,308.79,50.09,25.91,0.11,9.83,3.3,5.82,8.97,-0.01,154.83,222.59,14.99,0.19,0.29,0.16,0.56,0.27,0.21,0.24,0.24,0.24,0.25,1.74,0.15,203.85,13.6,96.0,46.0
99,Devon Achane,RB,2024.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.1,612.02,5.28,0.97,0.39,30.62,-13.15,-0.0,35.73,41.16,303.14,0.82,0.95,0.46,-47.23,302.53,15.94,0.01,0.45,-19.79,1.37,-0.25,2.05,0.0,140.95,183.3,12.44,0.11,0.0,0.22,0.16,0.1,0.04,0.09,0.08,0.07,0.09,0.69,0.17,167.38,13.45,98.0,81.0
107,Kendre Miller,RB,2024.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.66,746.16,3.67,1.46,0.9,26.93,-10.74,0.0,18.79,21.98,139.74,0.82,-0.06,-0.02,-1.57,215.88,6.68,2.42,-0.0,-16.28,0.62,-0.0,1.04,0.0,165.79,193.14,10.63,0.06,0.0,0.15,0.09,0.05,0.06,0.06,0.03,0.09,0.06,0.41,0.16,139.5,13.12,103.0,110.0
111,Israel Abanikanda,RB,2024.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.95,538.87,3.15,0.9,0.76,21.22,-10.31,-0.0,20.78,26.42,141.07,-0.12,0.07,0.0,5.63,163.98,7.01,0.14,-0.0,-18.03,0.62,0.03,1.19,0.0,64.71,96.6,8.41,0.05,0.0,0.07,0.08,0.06,0.02,0.04,0.03,0.05,0.04,0.32,0.05,108.92,12.95,108.0,145.0
115,Aidan O'Connell,QB,2024.0,221.75,401.94,2338.12,7.51,5.95,22.5,161.1,3.1,1.44,2835.13,1045.42,109.35,-21.39,0.02,9.74,0.77,16.46,33.07,0.62,1.25,-0.0,3.53,1.17,-0.02,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,117.25,119.78,9.56,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,114.64,11.99,128.0,139.0
120,Sam LaPorta,TE,2024.0,0.04,0.02,0.16,0.0,0.06,0.0,0.0,0.0,0.0,-0.35,0.0,0.0,-0.0,0.0,0.0,0.0,3.35,15.0,0.0,0.0,0.0,1.26,1.02,0.0,33.43,72.09,541.13,6.33,1.58,0.9,584.12,337.5,16.35,27.83,0.84,32.23,2.03,2.18,4.03,0.0,72.65,95.99,9.47,0.17,0.18,0.21,0.41,0.19,0.17,0.18,0.2,0.2,0.16,1.41,0.1,118.21,12.49,118.0,130.5
121,Zay Flowers,WR,2024.0,-0.0,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33,-0.0,-0.0,-0.11,0.0,0.0,0.0,3.8,4.88,0.07,0.0,-0.0,0.74,1.05,0.0,66.05,114.06,913.1,5.75,1.01,0.51,1201.48,396.7,43.09,44.28,0.27,25.01,3.76,4.47,8.11,0.51,142.4,212.59,14.7,0.24,0.27,0.26,0.63,0.28,0.2,0.26,0.26,0.24,0.25,1.92,0.17,180.71,12.3,121.5,67.0
141,Clayton Tune,QB,2024.0,237.77,492.42,2670.92,6.31,3.31,23.89,102.34,2.51,1.91,3181.37,1254.67,105.11,-15.62,0.42,9.96,1.6,15.2,98.16,1.43,1.33,1.05,6.87,-0.39,0.18,-0.02,-0.01,0.0,0.0,0.0,0.0,0.17,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,182.71,159.82,13.07,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,141.68,10.84,144.0,109.0
149,Jayden Reed,WR,2024.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,8.76,69.39,0.06,0.0,-0.0,3.8,2.38,0.0,64.22,98.74,859.12,4.43,0.27,0.19,1082.77,334.94,33.37,16.59,0.2,14.5,2.84,3.64,7.17,-0.02,125.44,179.29,15.6,0.17,0.2,0.17,0.4,0.24,0.21,0.2,0.19,0.2,0.2,1.58,0.14,170.41,10.92,142.0,79.0
151,Josh Downs,WR,2024.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,3.57,14.21,0.32,0.0,-0.0,1.39,0.71,0.0,68.08,105.28,862.02,4.84,0.56,0.29,1191.66,321.91,43.25,33.23,0.2,17.24,2.81,3.85,7.43,-0.01,115.22,192.74,16.04,0.2,0.22,0.2,0.48,0.25,0.24,0.24,0.24,0.23,0.23,1.71,0.15,174.48,10.88,143.0,73.0
155,Jonathan Mingo,WR,2024.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,2.51,9.75,0.0,-0.0,-0.0,0.82,0.61,0.0,37.37,81.02,650.67,3.73,-0.03,-0.06,935.12,259.66,22.58,13.15,0.21,7.07,1.85,4.16,4.78,-0.0,129.78,179.57,11.24,0.18,0.28,0.14,0.48,0.19,0.26,0.24,0.22,0.23,0.22,1.24,0.15,119.33,10.62,150.0,129.0
162,Nathaniel Dell,WR,2024.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.01,0.0,0.0,0.0,7.82,21.32,0.38,0.0,-0.0,1.38,1.08,0.0,58.47,86.23,735.17,3.5,0.6,0.45,917.42,230.89,35.58,23.91,0.75,8.98,2.78,3.93,7.42,-0.01,90.95,140.32,14.19,0.18,0.22,0.13,0.5,0.21,0.16,0.21,0.22,0.18,0.18,1.63,0.14,147.08,10.36,156.0,101.0
177,Cedric Tillman,WR,2024.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,2.03,9.34,0.0,0.0,-0.0,0.4,0.2,0.0,34.62,69.08,557.84,2.38,0.04,-0.0,575.56,144.41,22.97,10.03,0.48,5.2,1.51,2.57,3.36,0.0,101.66,125.87,10.23,0.15,0.19,0.12,0.35,0.15,0.15,0.16,0.19,0.18,0.19,1.2,0.13,100.93,9.87,165.0,152.0
183,Evan Hull,RB,2024.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.54,78.42,0.65,-0.14,0.02,1.75,5.69,-0.01,3.71,6.31,14.31,0.43,-0.0,-0.01,19.6,7.43,1.27,1.78,-0.01,5.05,0.17,0.07,0.17,0.0,4.87,20.26,2.0,0.03,0.01,0.11,0.07,0.04,0.0,0.04,0.03,0.02,0.02,0.22,0.03,19.23,9.6,173.5,439.0
195,Michael Wilson,WR,2024.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.31,3.45,-0.01,0.0,-0.0,0.1,0.41,0.0,49.23,84.14,698.04,4.49,0.48,0.02,982.34,202.45,32.93,21.58,-0.01,9.91,2.26,3.46,5.86,-0.0,96.01,142.37,14.83,0.15,0.23,0.11,0.4,0.18,0.2,0.18,0.2,0.21,0.2,1.35,0.1,137.64,9.28,180.0,111.0
204,Dontayvion Wicks,WR,2024.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,1.01,-2.34,-0.01,0.0,-0.0,0.12,-0.25,0.0,36.41,73.9,652.94,3.32,0.46,0.77,565.51,158.45,28.86,13.55,0.33,9.81,2.12,2.88,5.18,-0.0,89.3,138.17,13.11,0.11,0.19,0.13,0.34,0.17,0.16,0.11,0.16,0.18,0.19,1.32,0.08,117.05,8.93,191.0,133.0
207,Jaxon Smith-Njigba,WR,2024.0,0.13,0.2,30.19,0.0,0.0,0.0,0.0,0.0,0.0,16.9,0.26,0.15,0.64,0.0,0.84,0.0,2.11,8.9,-0.23,0.0,-0.0,0.21,-0.82,0.0,64.21,102.37,733.28,4.02,0.65,-0.04,696.36,330.93,37.25,16.06,0.22,19.1,3.0,2.93,6.52,-0.0,123.52,185.62,16.96,0.22,0.26,0.19,0.52,0.22,0.18,0.21,0.22,0.25,0.22,1.59,0.16,148.83,8.77,198.5,98.0
215,Will Levis,QB,2024.0,158.03,295.21,1495.55,6.6,6.22,21.0,213.0,4.39,1.89,2330.65,944.98,68.74,-18.21,0.32,10.33,0.64,28.83,91.37,1.2,2.04,0.11,5.74,-1.13,-0.0,0.01,0.01,0.0,0.0,0.0,0.0,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,128.06,120.3,10.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,85.21,8.04,217.5,182.0
228,Luke Schoonmaker,TE,2024.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.15,0.0,0.0,-0.01,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,-0.0,0.0,16.06,22.19,179.66,-0.17,0.36,-0.0,145.7,51.21,11.5,0.81,0.0,9.97,0.83,0.47,1.53,0.0,22.37,33.06,3.69,0.05,0.04,0.08,0.12,0.07,0.01,0.06,0.07,0.03,0.05,0.41,0.04,30.41,8.23,213.0,366.0
229,Xavier Hutchinson,WR,2024.0,-0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,3.58,35.68,1.01,0.0,-0.0,1.77,1.33,0.0,25.07,28.77,317.81,1.34,0.43,-0.02,229.52,117.79,10.72,5.36,0.0,8.33,0.96,1.04,2.11,0.0,25.88,54.22,8.27,0.05,0.02,0.04,0.1,0.05,0.06,0.06,0.05,0.05,0.08,0.44,0.04,67.86,8.21,214.0,218.0
233,Michael Mayer,TE,2024.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.01,0.0,0.0,0.0,0.0,0.0,0.0,39.53,50.31,528.62,4.27,0.08,0.03,606.28,168.48,28.92,16.75,0.02,24.41,1.89,2.3,4.54,0.0,71.44,93.96,14.01,0.1,0.1,0.14,0.25,0.14,0.21,0.13,0.11,0.15,0.14,0.98,0.08,112.64,8.04,217.5,141.0
242,Will Mallory,TE,2024.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.15,0.0,0.0,-0.01,0.0,0.0,0.0,1.58,5.77,0.0,0.0,0.0,0.83,0.89,0.0,40.58,53.74,371.54,1.97,0.34,0.33,205.47,220.51,16.25,12.64,0.02,20.31,1.54,0.71,2.55,0.0,51.52,99.17,9.97,0.09,0.05,0.09,0.2,0.1,0.06,0.1,0.09,0.08,0.11,0.81,0.07,77.78,7.8,226.0,198.0
